duration_bucket,rows,late_orders,late_rate,precision,recall,f1,flagged_rate
short_<=14,5395,427,0.07914735866543096,0.08000802085422097,0.9344262295081968,0.14739564093091984,0.9243744207599629
medium_15_30,9857,220,0.02231916404585574,0.02659944367176634,0.6954545454545454,0.05123911587407903,0.5835446890534646
long_>30,4044,27,0.0066765578635014835,0.0113314447592068,0.2962962962962963,0.021828103683492497,0.17457962413452027
