threshold,mean_precision,std_precision,min_precision,max_precision,mean_recall,std_recall,min_recall,max_recall,mean_f1,std_f1,min_f1,max_f1,mean_flagged_rate,std_flagged_rate,mean_lift,std_lift,min_lift,max_lift
0.05,0.10089220564424764,0.07333695550186745,0.03738517410809656,0.20665683589635558,0.9930118265100195,0.010325664102827481,0.9776536312849162,1.0,0.17744586394710632,0.11567698275632222,0.0720164609053498,0.34234863025649975,0.9780263280339518,0.007810538360893242,1.015328026486827,0.007901748673636098,1.0073111437058644,1.0261473649547128
0.07,0.11524289796677938,0.07257012817643349,0.04754273504273504,0.21789161098737936,0.5997027122017188,0.07876160067688301,0.4972067039106145,0.6879795396419437,0.18652399364395433,0.09711461720819521,0.08678693320331546,0.3191952147906471,0.49748010787857844,0.07612255354587669,1.2122965387555817,0.1001199664884987,1.067978902227775,1.280997827436375
0.1,0.15710052349495202,0.0873527427082032,0.07079646017699115,0.2676056338028169,0.04620935008190549,0.009919095410788175,0.03861788617886179,0.06060606060606061,0.06813427781872425,0.0161903272842889,0.0547945205479452,0.09109730848861283,0.02720851933841323,0.0036373415391704085,1.742903021553535,0.5400766400334165,1.3116483453566927,2.4358585858585857
0.12,0.1555181112409771,0.10413551778421952,0.04477611940298507,0.24675324675324675,0.023823461743640813,0.011712392830032862,0.01675977653631285,0.04132231404958678,0.04014524546340612,0.020824927403837748,0.024390243902439025,0.07058823529411765,0.014770417323607982,0.0016758677879322558,1.6810074554144603,1.0237318765674164,1.0936579364822427,3.2144761396960813
0.15,0.17417194700460828,0.15120551778164212,0.03125,0.3225806451612903,0.012103123171311223,0.010545363942079423,0.005115089514066497,0.027548209366391185,0.022206008531557082,0.019313530382891103,0.009389671361502348,0.05025125628140704,0.006892921565997436,0.0004261696075158004,1.7311373323520132,1.4294129282459649,0.705297771282426,3.7961432506887047
0.17,0.1757692307692308,0.16387022815791952,0.0,0.34615384615384615,0.00838629438348874,0.008172369101846945,0.0,0.01928374655647383,0.015874145636027667,0.015314694342354185,0.0,0.03608247422680412,0.004871648224477632,0.0009031340264903609,1.5915765086584799,1.5798333659974118,0.0,3.7202203856749314
0.2,0.16145833333333331,0.15624999999999997,0.0,0.3333333333333333,0.005607302603959649,0.00599110103652763,0.0,0.013774104683195593,0.010749928348152266,0.011358458009309746,0.0,0.02610966057441253,0.0034205916377174263,0.0007083017130088948,1.4317130924421628,1.4257630232177394,0.0,3.321625344352617
0.25,0.11666666666666667,0.1452966314513558,0.0,0.3,0.0021396055902707786,0.002667056286553198,0.0,0.005509641873278237,0.004175720992622401,0.005179031887777213,0.0,0.010666666666666666,0.0020213055638307223,0.0003544525640389455,0.9212109313758426,1.1062367031544396,0.0,2.214416896235078
0.3,0.06944444444444445,0.08333333333333334,0.0,0.16666666666666666,0.0009427702748101862,0.00129955889269829,0.0,0.0027548209366391185,0.0018491365265558815,0.002536997461459388,0.0,0.005376344086021506,0.0012957128258287856,0.0003926299210435443,0.5732954312153313,0.7146229150025596,0.0,1.4762779308233853
