threshold,precision,recall,f1,roc_auc,pr_auc,brier_score,actual_late_rate,flagged_rate,flagged_orders,lift,tn,fp,fn,tp
0.07,0.04892966360856269,0.8308605341246291,0.09241686607805924,0.6983727807350804,0.06332852571328418,0.03519035255256344,0.03492951907131012,0.5931281094527363,11445,1.400811259630305,7737,10885,114,560
